"Genome","type","napA","narG","nirK","nirS","all_nor","nosZ","Domain","Phylum","Class","Order","Family","Genus","Species","Identifier","Source","Completeness","Contamination","X","d","LowerCI","UpperCI","dCUB","nCAZy","nHE","nGenes","IoC","IoC2","functional_type"
"ODZ_18_MAG_16","MAG",1,0,0,0,1,0,"Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Arctic96AD-7 sp002685535","AMAL18","ETNP-oxycline",90.84,0,566,4.97085750259688,4.19558114662733,5.91397809385897,-0.101768853087644,36,36,2366,2.20078033145265,2.4200502781121,"nitrate1"
"ODZ_18_MAG_4","MAG",0,1,0,0,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Nitrincolaceae","ASP10-02a",NA,"AMAL18","ETNP-oxycline",93.77,2.41,567,2.17789997204491,1.91806658067938,2.47868642627231,-0.271917916042813,25,44,2518,2.95415975414094,2.91163223956718,"nitrate1"
"ODZ_2_MAG_103","MAG",0,1,0,0,0,0,"Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","MedAcidi-G1","UBA3125","UBA3125 sp002365325","AMAL2","ETNP-oxycline",91.45,3.846,571,7.4169666065337,5.95677240816092,9.30011657696299,0.00482461179826279,27,37,2080,1.73169682401453,1.80034693218206,"nitrate1"
"ODZ_2_MAG_106","MAG",0,1,0,0,0,0,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","SM1A02","UBA12567","UBA12567 sp003520025","AMAL2","ETNP-oxycline",97.72,0.206,572,6.17273362775576,5.07948114785162,7.54285472077376,-0.0305829900055861,31,35,2040,1.80074891527364,1.98837566362929,"nitrate1"
"ODZ_2_MAG_16","MAG",1,0,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","UBA2966","UBA2966","GCA-2690215",NA,"AMAL2","ETNP-oxycline",98.91,3.26,573,7.49751096449466,6.01245096814254,9.41611726387874,-0.00916421859342164,41,38,4289,2.86019562801627,2.91876079241336,"nitrate1"
"ODZ_2_MAG_29","MAG",1,0,0,0,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Arenicellales","UBA868","UBA12578","UBA12578 sp002729195","AMAL2","ETNP-oxycline",91.97,2.439,574,6.08665546135551,5.01748300011216,7.42382532642549,-0.0244706616160001,25,45,2245,1.94109107019753,1.92510224663814,"nitrate1"
"ODZ_2_MAG_5","MAG",0,1,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","UBA7887","UBA7887","UBA7887","UBA7887 sp002501105","AMAL2","ETNP-oxycline",96.91,1.243,575,5.96536067390327,4.92980377721662,7.25668991567059,-0.0446702228481753,27,38,2562,2.16850545570609,2.14659624989439,"nitrate1"
"ODZ_2_MAG_7","MAG",0,0,0,1,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodospirillales","2-02-FULL-58-16",NA,NA,"AMAL2","ETNP-oxycline",91.09,1.077,576,6.88387347454454,5.58499662054577,8.53906010057476,-0.0172412861359106,51,37,2991,2.16400207742689,2.5257070295664,"nitrite1"
"ODZ_20_MAG_10","MAG",1,1,0,0,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Litorilituus",NA,"AMAL20","ETNP-ODZ core",98.2,1.346,569,1.7604348304372,1.54030266672601,2.01720890514917,-0.384664204838842,52,48,2824,3.35123362480206,3.79894052051107,"nitrate1"
"ODZ_20_MAG_27","MAG",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","OPU3-GD-OMZ","OPU3-GD-OMZ sp001901525","AMAL20","ETNP-ODZ core",94.68,1.149,570,4.41117765895622,3.76849077331872,5.182021871055,-0.0243748782221716,18,44,1575,1.62559505635511,1.57271054035124,"nitrate1"
"ODZ_3_MAG_2","MAG",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Arenicellales","UBA868","UBA12578","UBA12578 sp002729195","AMAL3","ETNP-ODZ core",93.8,4.878,578,5.8888304232727,4.87428875686047,7.15159746001832,-0.0230320393052414,22,45,2429,2.05547720044813,1.94158265549086,"nitrate1"
"ODZ_3_MAG_4","MAG",0,0,0,0,1,1,"Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","GCA-2729515","GCA-2729515 sp002729515","AMAL3","ETNP-ODZ core",93.33,0.645,579,6.93275225272178,5.6193282309733,8.60834569161662,-0.00814624222577361,99,37,3687,2.29331040949528,3.23847825405701,"N2O1"
"ODZ_7_MAG_21","MAG",1,0,0,0,0,0,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Roseibacillus_B","Roseibacillus_B sp002501065","AMAL7","ETNP-oxycline",97.44,0.68,580,5.42386377350924,4.53360089862972,6.51928498407353,-0.0267491865838527,113,38,3602,2.24473433718575,3.4286797629995,"nitrate1"
"ODZ_7_MAG_42","MAG",0,0,1,0,1,0,"Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","GCA-2729515","GCA-2729515 sp002729515","AMAL7","ETNP-oxycline",93.33,0.645,581,6.99752274339447,5.66474413361053,8.7003139734032,-0.00571914006287402,97,37,3771,2.34228269107258,3.23293353118146,"nitrite1"
"ODZ_7_MAG_63","MAG",1,1,1,0,1,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,"AMAL7","ETNP-oxycline",98.48,0.745,582,1.97279475713455,1.73356630258776,2.25044704534639,-0.301066831806902,53,44,3155,3.23829709502181,3.61899954501679,"nitrate2"
"ODZ_7_MAG_76","MAG",0,0,1,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodospirillales","2-02-FULL-58-16","GCA-2686765","GCA-2686765 sp013349695","AMAL7","ETNP-oxycline",93.4,4.477,583,6.66098567109755,5.4277904624801,8.22441844157635,-0.0101253803002017,46,32,2340,1.79464448263908,2.24546590102817,"nitrite1"
"ODZ_7_MAG_81","MAG",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Arenicellales","UBA868","UBA12578","UBA12578 sp002729195","AMAL7","ETNP-oxycline",91.36,3.201,584,6.04119071438142,4.9846620774221,7.36109663152596,-0.0236575725118074,21,42,2279,1.98559959195656,1.86844894952483,"nitrate1"
"ODZ_7_MAG_82","MAG",0,1,0,0,0,0,"Bacteria","Planctomycetota","UBA1135","UBA1135","UBA1135","UBA7888","UBA7888 sp002500505","AMAL7","ETNP-oxycline",94.08,1.173,585,3.93971648484575,3.39932170768282,4.58039540605122,-0.147945830485305,41,37,1956,2.07809280825438,2.5786753852904,"nitrate1"
"ODZ_8_MAG_16","MAG",0,1,0,0,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Arenicellales","UBA5680","UBA5680","UBA5680 sp002420425","AMAL8","ETNP-oxycline",95.12,0.609,586,5.21101279335221,4.37557077404688,6.23350600455625,-0.0572962419571515,19,45,1853,1.88901034682674,1.79681677408892,"nitrate1"
"ODZ_8_MAG_24","MAG",0,1,0,0,0,0,"Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","MedAcidi-G1","UBA3125","UBA3125 sp002365325","AMAL8","ETNP-oxycline",93.16,1.437,587,7.63063982114,6.1042085000976,9.60841961854165,0.00936295325224296,23,38,2024,1.71646471070192,1.69304409736803,"nitrate1"
"ODZ_8_MAG_26","MAG",1,0,0,0,1,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,"AMAL8","ETNP-oxycline",94.92,1.617,588,1.89513107907028,1.66312560980255,2.16481378339863,-0.298928023724846,52,42,3365,3.35021349677185,3.6746051841697,"nitrate1"
"ODZ_8_MAG_7","MAG",0,1,0,0,1,0,"Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","GCA-2729515","GCA-2729515 sp002729515","AMAL8","ETNP-oxycline",93.33,0,589,6.96252342075182,5.64021419376835,8.65059602811059,-0.00760619847961182,97,37,3730,2.32524989769882,3.22807947428081,"nitrate1"
"ODZ_9_MAG_16","MAG",0,1,0,0,0,0,"Bacteria","Planctomycetota","UBA1135","UBA1135","UBA1135","GCA-2746235",NA,"AMAL9","Arabian Sea-ODZ core",94.08,1.075,590,5.43832610636146,4.54428942695611,6.53878822418278,-0.0670551935340221,42,37,2098,1.87602407658677,2.33126517705219,"nitrate1"
"ODZ_9_MAG_22","MAG",0,1,0,0,0,0,"Bacteria","ARS69","ARS69","ARS69","ARS69","ARS69","ARS69 sp002686915","AMAL9","Arabian Sea-ODZ core",98.9,0,591,5.76907041822482,4.78710586638464,6.98770944648769,-0.0724020531884347,74,34,2153,1.68412665025055,2.91927490188208,"nitrate1"
"ODZ_9_MAG_40","MAG",0,0,0,0,0,1,"Bacteria","Planctomycetota","UBA1135","UBA1135","GCA-002686595","GCA-2686265",NA,"AMAL9","Arabian Sea-ODZ core",96.77,1.138,592,10.4998791698803,8.01097141201981,13.9110007514174,0.0391683035660051,81,34,3123,1.88137724241129,2.72949589158441,"N2O1"
"ODZ_9_MAG_45","MAG",1,1,0,0,0,0,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","SM1A02","UBA12567",NA,"AMAL9","Arabian Sea-ODZ core",96.59,0.066,593,6.91051098758069,5.60371264320858,8.57680612100945,-0.0267226324511634,41,32,2036,1.70408085556499,2.1580398012221,"nitrate1"
"ODZ_9_MAG_52","MAG",1,1,0,0,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Nitrincolaceae","ASP10-02a",NA,"AMAL9","Arabian Sea-ODZ core",95.49,1.18,595,2.66200078194271,2.34351779548234,3.03084437412265,-0.20863576717548,24,48,2367,2.65908352029336,2.61167124688708,"nitrate1"
"ODZ_9_MAG_53","MAG",1,1,0,0,0,0,"Bacteria","Planctomycetota","UBA1135","UBA1135","UBA1135","UBA7888",NA,"AMAL9","Arabian Sea-ODZ core",94.08,1.075,596,4.26267629805417,3.65320522737342,4.99097475798104,-0.128438708042347,47,40,2089,2.04607302440942,2.63881831165169,"nitrate1"
"ODZ_9_MAG_65","MAG",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Arenicellales","UBA868","UBA868","UBA868 sp002327725","AMAL9","Arabian Sea-ODZ core",96.34,3.048,597,6.92488784110554,5.61380782711427,8.59719103749538,-0.00884190739137661,33,43,2651,2.05281818186487,2.13856086646685,"nitrate1"
"ODZ_9_MAG_8","MAG",1,0,0,1,1,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","GCA-2731375","GCA-2731375","GCA-2731375",NA,"AMAL9","Arabian Sea-ODZ core",95.34,1.086,598,6.39422845903469,5.23818331658496,7.85071246896972,-0.0354723118776505,42,38,4907,3.25505905079671,3.3100402408595,"nitrate2"
"TARA_ANE_MAG_00009","MAG",0,1,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Martelella","Martelella mediterranea","TARA_ANE_MAG_00009","TARA",99.84,0,599,3.28649288029147,2.87084232923599,3.77225330877895,-0.201146457800991,99,45,4862,3.62036300028304,4.32085766637537,"nitrate1"
"TARA_ANW_MAG_00005","MAG",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Methylococcales","Cycloclasticaceae","Cycloclasticus","Cycloclasticus sp002700385","TARA_ANW_MAG_00005","TARA",100,0,602,4.19815133680241,3.60283523436608,4.90839848746734,-0.0922417442906764,51,46,2270,2.00364648902382,2.60639214321069,"nitrate1"
"TARA_ANW_MAG_00006","MAG",1,0,0,1,1,1,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Ketobacteraceae","Ketobacter","Ketobacter sp002471665","TARA_ANW_MAG_00006","TARA",98.28,0,603,2.07240434883333,1.8234592881984,2.3608984516586,-0.274015511582461,77,49,4802,3.91899981759365,4.38611532549984,"nitrate3"
"TARA_ANW_MAG_00010","MAG",0,0,1,0,0,1,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aequorivita","Aequorivita aquimaris","TARA_ANW_MAG_00010","TARA",98.28,0.16,604,2.28327671912603,2.0119161872712,2.59721742578836,-0.252998591750308,61,36,2544,2.6688005373356,3.38589356217154,"nitrite2"
"TARA_ANW_MAG_00011","MAG",0,1,1,0,1,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thioclava","Thioclava sediminum","TARA_ANW_MAG_00011","TARA",100,0.16,605,3.08829331352236,2.70600572751117,3.53346895459269,-0.212663895340665,102,44,3933,3.13871837470378,4.06793858407061,"nitrate2"
"TARA_ANW_MAG_00015","MAG",0,0,1,0,1,0,"Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptonemataceae","UBA3465","UBA3465 sp002729885","TARA_ANW_MAG_00015","TARA",94.83,3.45,606,5.62656870084367,4.68286316509228,6.79361779315849,-0.0830708525125546,77,39,4114,2.88736512496148,3.43193740150475,"nitrite1"
"TARA_ANW_MAG_00017","MAG",0,0,1,0,1,0,"Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptonemataceae","UBA3465","UBA3465 sp002730875","TARA_ANW_MAG_00017","TARA",94.83,3.45,607,3.93807287927218,3.39801799577333,4.57832366948136,-0.166616990795695,77,38,4158,3.20364773051514,3.74679102572167,"nitrite1"
"TARA_ANW_MAG_00020","MAG",1,0,1,1,1,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodospirillales","Casp-alpha2","UBA4479","","TARA_ANW_MAG_00020","TARA",92.63,2.59,608,4.64090482892934,3.94515778686499,5.48023614562001,-0.0955300386692892,51,37,3817,2.88153774139827,3.11434538011409,"nitrate2"
"TARA_ANW_MAG_00036","MAG",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Nevskiales","Salinisphaeraceae","Salinisphaera","","TARA_ANW_MAG_00036","TARA",89.26,0,609,6.4032009410744,5.24458749522088,7.86323053392406,-0.032535613171108,49,36,3155,2.31854983204362,2.61210060078946,"nitrate1"
"TARA_ASE_MAG_00003","MAG",0,0,0,0,0,1,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","UBA7328","UBA7328 sp002471345","TARA_ASE_MAG_00003","TARA",93.1,5.17,611,5.51751018954678,4.60270359197431,6.6457626219579,-0.0845973429505375,79,37,3656,2.63299292659334,3.29784540492106,"N2O1"
"TARA_ASW_MAG_00002","MAG",1,0,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodospirillales","Casp-alpha2","UBA1479","UBA1479 sp002433335","TARA_ASW_MAG_00002","TARA",98.28,0,612,4.18762988989776,3.59460557608414,4.89495897572562,-0.126795570816286,56,41,3737,2.92728078304312,3.2436910955615,"nitrate1"
"TARA_ASW_MAG_00012","MAG",1,0,0,0,0,0,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Maribacter","Maribacter dokdonensis","TARA_ASW_MAG_00012","TARA",93.1,1.72,613,3.60525409577092,3.13141489823932,4.16270249719012,-0.162062820064595,121,36,3973,2.90562294424587,4.07868543595996,"nitrate1"
"TARA_ASW_MAG_00029","MAG",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_D","Pseudomonas_D pachastrellae","TARA_ASW_MAG_00029","TARA",77.76,0,614,2.6871509936922,2.36521718569067,3.06007208756622,-0.184024053848208,36,18,3652,3.17272413174519,3.20945310106445,"nitrate1"
"TARA_ASW_MAG_00031","MAG",0,0,0,1,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Marinobacter","Marinobacter hydrocarbonoclasticus","TARA_ASW_MAG_00031","TARA",55.17,0,615,2.06168552740346,1.81381166865806,2.34897811336333,-0.265613310445302,27,15,2227,2.76116698203523,2.8138988598166,"nitrite1"
"TARA_ION_MAG_00025","MAG",1,0,0,1,1,1,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Roseibium","Roseibium aggregatum_A","TARA_ION_MAG_00025","TARA",94.2,1.72,616,2.3240999515588,2.04809277467741,2.64337924248825,-0.273501638433473,113,35,6028,4.44048749090632,5.1504298314169,"nitrate3"
"TARA_ION_MAG_00037","MAG",0,0,0,0,0,1,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus","Algoriphagus ornithinivorans","TARA_ION_MAG_00037","TARA",82.81,0,617,1.81579199831151,1.59087363721243,2.07773894843285,-0.3580862882103,80,39,2774,3.06346184642498,4.0685344959896,"N2O1"
"TARA_ION_MAG_00058","MAG",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E khazarica","TARA_ION_MAG_00058","TARA",78.21,1.72,618,0.931357007255724,0.777914340558896,1.12032272926937,-0.529980079575737,57,36,4758,4.86191825158499,5.12432628496281,"nitrate1"
"TARA_IOS_MAG_00003","MAG",0,1,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae","Marinicaulis","Marinicaulis sp002704915","TARA_IOS_MAG_00003","TARA",100,0,619,4.83677085853585,4.09426658372641,5.73696246911209,-0.0883819169631777,71,42,3893,2.81147655850985,3.31317682595195,"nitrate1"
"TARA_IOS_MAG_00006","MAG",0,0,1,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae","Alcanivorax","Alcanivorax sp002354605","TARA_IOS_MAG_00006","TARA",99.53,0.86,620,2.69533839315806,2.37227257236702,3.06959851612908,-0.244033231741335,42,48,3029,3.0284057039533,3.23681688283972,"nitrite1"
"TARA_MED_MAG_00014","MAG",1,0,0,0,0,0,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","AAA164-E04","AAA164-E04","AAA164-E04 sp002690655","TARA_MED_MAG_00014","TARA",100,1.72,622,4.18522101133694,3.59272075190433,4.8918830148119,-0.147832092019972,107,42,3587,2.68727262529466,3.79519018715121,"nitrate1"
"TARA_MED_MAG_00041","MAG",1,0,0,0,0,0,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","SW10","SW10 sp002420315","TARA_MED_MAG_00041","TARA",90.52,0,623,3.03075282180799,2.65772377183319,3.46474056896373,-0.129831621566378,80,36,2917,2.35343329083165,3.27751848606668,"nitrate1"
"TARA_MED_MAG_00047","MAG",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","UBA4575","UBA4575","UBA1858","UBA1858 sp002338385","TARA_MED_MAG_00047","TARA",95.53,0,624,4.75751766831648,4.0340953736813,5.63281571098253,-0.114534468959046,25,42,1528,1.8384842848143,2.05461304939568,"nitrate1"
"TARA_MED_MAG_00073","MAG",1,0,0,0,0,0,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","DSM-45221","Coraliomargarita","Coraliomargarita sp002469895","TARA_MED_MAG_00073","TARA",81.24,0,625,3.96688811637988,3.42085666586995,4.61467143259316,-0.0524730410185828,51,38,1429,1.25726844225498,2.50531108498953,"nitrate1"
"TARA_MED_MAG_00103","MAG",1,0,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillaceae","HIMB100","HIMB100 sp002700485","TARA_MED_MAG_00103","TARA",75.08,1.72,626,4.8627669126849,4.11395638060158,5.77120210998786,-0.0729309433417587,21,34,1602,1.78054360333671,1.82390712669179,"nitrate1"
"TARA_MED_MAG_00139","MAG",0,1,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Pseudoalteromonas","Pseudoalteromonas sp001974855","TARA_MED_MAG_00139","TARA",43.26,0,627,6.49842489628962,5.3124386813843,7.99630649489861,-0.00891711155145812,53,10,2730,1.97507817130528,2.44330117281871,"nitrate1"
"TARA_PON_MAG_00048","MAG",0,1,0,0,0,0,"Bacteria","Planctomycetota","UBA1135","UBA1135","UBA1135","UBA7888","UBA7888 sp002500505","TARA_PON_MAG_00048","TARA",65.52,7.93,630,4.38787755019102,3.75046002709338,5.15195510356751,-0.117457752188664,12,30,955,1.64575554651846,1.61198405407444,"nitrate1"
"TARA_PON_MAG_00049","MAG",0,0,1,0,0,0,"Archaea","Thermoplasmatota","Poseidoniia_A","Poseidoniales","Thalassarchaeaceae","MGIIb-O3","MGIIb-O3 sp002722735","TARA_PON_MAG_00049","TARA",29.64,0.5,631,5.5055933012112,4.59392404717861,6.62964290858341,-0.0440598857419142,4,33,857,1.47319800890763,1,"nitrite1"
"TARA_PON_MAG_00053","MAG",0,0,0,0,0,1,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","GCA-2731375","GCA-2731375","GCA-2731375","GCA-2731375 sp002731375","TARA_PON_MAG_00053","TARA",63.79,1.72,632,7.03045998515177,5.6878054382379,8.74714983543291,-0.00752625067589829,31,35,2589,2.02729570740875,2.08244531055183,"N2O1"
"TARA_PON_MAG_00062","MAG",1,0,0,0,0,0,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","JAACDM01","","TARA_PON_MAG_00062","TARA",66.41,1.65,634,4.70087425386079,3.99095547233002,5.55860263312285,-0.063080551522081,66,20,3676,2.62700183784924,3.09455759845154,"nitrate1"
"TARA_PON_MAG_00065","MAG",0,0,0,0,0,1,"Bacteria","Latescibacterota","UBA2968","UBA8231","UBA8231","UBA12574","UBA12574 sp002712305","TARA_PON_MAG_00065","TARA",57.37,1.72,636,5.24916710966786,4.40399912911964,6.2845573137014,-0.100456423474608,121,23,3597,2.46329189802321,3.774458694504,"N2O1"
"TARA_PON_MAG_00068","MAG",1,0,0,0,0,0,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","UBA7800","UBA7800 sp002704825","TARA_PON_MAG_00068","TARA",50.05,0,637,2.5088494299168,2.21051370834067,2.85402834663227,-0.191041822535007,170,13,3349,2.38403432119938,4.60686218504059,"nitrate1"
"TARA_PON_MAG_00072","MAG",0,0,0,0,0,1,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","UBA823","UBA11600","UBA11600 sp002730735","TARA_PON_MAG_00072","TARA",66.38,0,638,6.14578856647765,5.06009362409814,7.50555774263238,-0.0376412762891285,70,12,2056,1.52276634583306,2.73036967659535,"N2O1"
"TARA_PSE_MAG_00002","MAG",0,0,1,0,1,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Caulobacterales","Maricaulaceae","Maricaulis","Maricaulis sp002707795","TARA_PSE_MAG_00002","TARA",100,0.57,639,3.83009844954397,3.31210165795635,4.44263069173577,-0.176764607215906,41,42,3261,2.92151523761344,3.07364879549237,"nitrite1"
"TARA_PSE_MAG_00006","MAG",0,0,0,0,0,1,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Vicingaceae","UBA5081","","TARA_PSE_MAG_00006","TARA",100,0,640,3.69308389476995,3.20228890488241,4.27161771565394,-0.168636213239728,87,39,2882,2.42770760729398,3.50092510155393,"N2O1"
"TARA_PSE_MAG_00007","MAG",0,0,1,0,0,1,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Vicingaceae","UBA5081","UBA5081 sp002415785","TARA_PSE_MAG_00007","TARA",100,0,641,4.65761735537326,3.95793388966929,5.50205439310728,-0.0872247136611555,65,39,2935,2.29937379159713,2.93676807080755,"nitrite2"
"TARA_PSE_MAG_00009","MAG",0,0,0,0,0,1,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Schleiferiaceae","UBA7878","UBA7878 sp002501205","TARA_PSE_MAG_00009","TARA",100,0,642,2.17232284083276,1.91308111303698,2.47243782675195,-0.271897711624961,107,41,3167,2.86222108735155,4.15941259679858,"N2O1"
